brand,condition,price,name,date,model
Galaxy Note 5,2020-01-29 01:26:00,Used,33500,Samsung Galaxy Note 5 [Black|Gold] (Used),Samsung
Galaxy Note 5,2020-01-30 01:22:00,Used,30000,Samsung Galaxy Note 5 4GB RAM 32GB MEMORY (Used),Samsung
Galaxy Note 5,2020-01-31 09:02:00,Used,26000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-30 21:46:00,Used,30000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-01 02:42:00,Used,33500,Samsung Galaxy Note 5 Black 32GB (Used),Samsung
Galaxy Note 5,2020-02-07 08:11:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5,2020-01-26 13:00:00,New,26900,Xiaomi Redmi Note 5 32GB (New),Xiaomi
Galaxy Note 5,2020-01-13 19:35:00,Used,33000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-13 10:22:00,Used,25000,Samsung Galaxy Note 5 32GB full set (Used),Samsung
Galaxy Note 5,2020-01-19 04:47:00,Used,30000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-14 19:09:00,Used,33000,Samsung Galaxy Note 5 32GB Dual Sim (Used),Samsung
Galaxy Note 5,2020-01-14 19:29:00,Used,28000,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5,2020-02-26 04:29:00,New,36000,Xiaomi Redmi Note 5 AI 6GB RAM (New),Xiaomi
Galaxy Note 5,2020-02-12 08:13:00,Used,25000,Samsung Galaxy Note 5 32 gb (Used),Samsung
Galaxy Note 5,2020-01-15 16:41:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-28 21:07:00,Used,33500,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5,2020-01-14 17:51:00,New,28900,Xiaomi Redmi Note 5 (New),Xiaomi
Redmi Note 5,2020-02-26 04:30:00,New,36000,Xiaomi Redmi Note 5 AI 6GB RAM (New),Xiaomi
Galaxy Note 5,2020-01-16 13:28:00,Used,35000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-17 02:58:00,Used,33500,Samsung Galaxy Note 5 32GB (Used),Samsung
Galaxy Note 5,2020-02-23 21:41:00,Used,30000,Samsung Galaxy Note 5 SM-G920S (Used),Samsung
Galaxy Note 5,2020-01-16 22:36:00,Used,35000,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5 Pro,2020-01-18 15:44:00,Used,26000,Xiaomi Redmi Note 5 Pro Black (Used),Xiaomi
Galaxy Note 5,2020-01-18 02:22:00,Used,33500,Samsung Galaxy Note 5 Gold 32GB (Used),Samsung
Galaxy Note 5,2020-01-23 22:27:00,Used,26000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-01-19 10:14:00,Used,31000,Samsung Galaxy Note 5 korean (Used),Samsung
Galaxy Note 5,2020-01-19 20:19:00,Used,30000,Samsung Galaxy Note 5 international (Used),Samsung
Galaxy S5,2020-03-01 16:06:00,Used,35000,Samsung Galaxy S5 (Used),Samsung
Galaxy Note 5,2020-03-08 10:32:00,Used,31500,Samsung Galaxy Note 5 16MP 4RAM 32GB (Used),Samsung
Galaxy Note 5,2020-02-01 13:49:00,Used,29000,Samsung Galaxy Note 5 32 GB (Used),Samsung
Galaxy Note 5,2020-02-01 20:14:00,Used,26500,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5,2020-02-02 01:54:00,Used,16500,Xiaomi Redmi Note 5 A prime (Used),Xiaomi
Galaxy Note 5,2020-02-02 14:22:00,Used,23500,Samsung Galaxy Note 5 32 GB (Used),Samsung
Galaxy Note 5,2020-02-09 21:00:00,Used,25500,Samsung Galaxy Note 5 (Used),Samsung
Honor,2020-03-01 13:05:00,New,25500,Huawei Honor 8 64GB SEAL PACK (New),Huawei
Galaxy Note 5,2020-02-10 09:34:00,Used,25500,Samsung Galaxy Note 5 (Used),Samsung
Redmi Note 5 Pro,2020-02-10 14:48:00,Used,20000,Xiaomi Redmi Note 5 Pro A 32GB (Used),Xiaomi
Galaxy S7 Edge,2020-02-27 18:58:00,New,29500,Samsung Galaxy S7 Edge 32 Gb Full Set Box (New),Samsung
Galaxy Note 5,2020-02-11 09:56:00,Used,27000,Samsung Galaxy Note 5 sm-n920c (Used),Samsung
Galaxy Note 5,2020-02-10 15:08:00,Used,31250,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-19 14:11:00,Used,33500,Samsung Galaxy Note 5 32GB [32GB] (Used),Samsung
Galaxy Note 5,2020-02-11 01:59:00,Used,33500,Samsung Galaxy Note 5 Silver 32GB (Used),Samsung
Redmi Note 5 Pro,2020-02-20 14:11:00,Used,27500,Xiaomi Redmi Note 5 Pro Black (Used),Xiaomi
Galaxy Note 5,2020-02-24 08:30:00,Used,33000,Samsung Galaxy Note 5 64GB (Used),Samsung
Galaxy Note 5,2020-02-24 11:12:00,Used,33500,Samsung Galaxy Note 5 32GB [Red] (Used),Samsung
Galaxy Note 5,2020-02-24 20:30:00,Used,35000,Samsung Galaxy Note 5 fullset (Used),Samsung
Galaxy Note 5,2020-02-25 15:07:00,Used,30000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-02-24 14:11:00,Used,29000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy S6,2020-03-04 12:28:00,New,18900,Samsung Galaxy S6 BRAND NEW SEAL PACK (New),Samsung
Galaxy Note 5,2020-02-25 16:37:00,Used,33500,Samsung Galaxy Note 5 [Taitanium] (Used),Samsung
Galaxy Note 5,2020-03-04 00:10:00,Used,28000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-01 21:13:00,Used,26000,Samsung Galaxy Note 5 32gb 4gb (Used),Samsung
Redmi Note 5,2020-03-03 04:25:00,Used,27500,Xiaomi Redmi Note 5 (Used),Xiaomi
Galaxy Note 5,2020-03-03 15:57:00,Used,26500,Samsung Galaxy Note 5 (Used),Samsung
One M9,2020-03-07 12:12:00,New,19900,HTC One M9 3GB~RAM (New),HTC
Redmi Note 5 Pro,2020-03-03 05:28:00,New,30990,Xiaomi Redmi Note 5 Pro blue 64GB (New),Xiaomi
Galaxy Note 5,2020-03-08 10:32:00,Used,30500,Samsung Galaxy Note 5 4G 32GB GOLD (Used),Samsung
Galaxy Note 5,2020-03-04 22:05:00,Used,31000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy S6 Edge,2020-03-05 05:41:00,Used,30000,Samsung Galaxy S6 Edge (Used),Samsung
Galaxy Note 5,2020-03-04 15:10:00,Used,35499,Samsung Galaxy Note 5 16MP Gold (Used),Samsung
Galaxy A7,2020-03-01 16:36:00,New,17900,Samsung Galaxy A7 BRAND NEW SEAL PACK (New),Samsung
Galaxy Note 5,2020-03-08 10:21:00,Used,33500,Samsung Galaxy Note 5 32ǤB (Used),Samsung
Galaxy Note 5,2020-03-08 12:07:00,Used,28500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-08 11:50:00,Used,25000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-08 22:33:00,Used,28500,Samsung Galaxy Note 5 32GB (Used),Samsung
P8 Lite,2020-02-28 16:58:00,New,13900,Huawei P8 Lite Brand New Seal Pack (New),Huawei
Galaxy Note 5,2020-03-08 18:06:00,Used,34990,Samsung Galaxy Note 5 64GB 16MP White (Used),Samsung
Galaxy Note 5,2020-03-12 14:38:00,Used,45000,Samsung Galaxy Note 5 (Used),Samsung
Galaxy J3,2020-02-27 09:13:00,New,12900,Samsung Galaxy J3 Pro 16 Gb Seal Pack (New),Samsung
Galaxy S7,2020-03-04 14:35:00,New,27900,Samsung Galaxy S7 32 Gb Seal Pack (New),Samsung
Galaxy Note 5,2020-03-09 11:01:00,Used,35499,Samsung Galaxy Note 5 64GB 16MP Rose (Used),Samsung
Galaxy Note 5,2020-03-12 14:16:00,Used,33000,Samsung Galaxy Note 5 White 16MP 32GB (Used),Samsung
Galaxy Note 5,2020-03-12 16:17:00,Used,24500,Samsung Galaxy Note 5 (Used),Samsung
Galaxy Note 5,2020-03-13 11:35:00,Used,30000,Samsung Galaxy Note 5 USA (Used),Samsung
Galaxy Note 5,2020-03-13 14:33:00,Used,32900,Samsung Galaxy Note 5 16MP Black 64GB (Used),Samsung
